"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G04850",3485.92186828213,-0.764767245020754,0.0403851102430735,-18.9368616407806,5.66763489444182e-80,2.42050504138897e-79
"AT1G31760",121.364730729926,-0.411087608278363,0.06794721721823,-6.05010219856465,1.44753975737013e-09,2.64050099520804e-09
"AT1G33250",1331.29179797497,-0.122454479649522,0.0466640706268579,-2.62417054501548,0.00868602799171084,0.0121953295579719
"AT1G74000",150.462841308638,-3.09626989024472,0.0898119685618549,-34.4750253203978,1.89946569180089e-260,2.11006856926662e-259
"AT1G55580",86.8055758358581,-3.17882073664511,0.10758086829349,-29.5481974357468,6.92678528327875e-192,5.7377078694496e-191
"AT1G53903",0.135279654784026,0.574994156472815,2.0907182043743,0.275022313035676,0.783299095749162,0.880034092494377
"AT1G19715",1941.4746140609,2.11259183948685,0.0478733173661416,44.1287956572857,0,0
"AT1G69430",26.547105160849,0.0678874231461815,0.195784570182253,0.346745522811048,0.728782507202033,0.829695926421858
"AT1G53340",179.144335343697,-2.13260032316835,0.116029099997987,-18.3798747314712,1.90407853546277e-75,7.86842903376862e-75
"AT1G29890",1232.44478864388,-0.211938632609369,0.0418309279065075,-5.06655346214298,4.05083018827514e-07,6.8670625904483e-07
"AT1G80290",297.60137775815,-0.485306105941287,0.058392123640624,-8.31115697946042,9.47734532143901e-17,2.02080682841713e-16
"AT1G56540",203.191172514137,0.62765565620981,0.143409254634404,4.37667469794684,1.20503613621577e-05,1.93452884242991e-05
"AT1G48650",2096.5435290256,0.759199860097528,0.0543045428772695,13.9804115801757,2.05297320621193e-44,6.43556304694427e-44
"AT1G22670",1.73504787141179,-1.44123741024781,0.458284254869055,-3.14485473793903,0.00166169316428641,0.00242657867104186
"AT1G07030",942.940121261224,-0.24396997234472,0.0594283887053516,-4.10527658009261,4.03831419985149e-05,6.35727335766214e-05
"AT1G69860",0.149722291448723,1.15206457587002,2.47904919017226,0.464720337312051,0.642131742394476,0.741166320242923
